,Movie,Distributor,Genre,MPAA,Book_Based,Production_Budget,Worldwide_Gross,Release Year,award_winning,Genre_Number
2073,I Am Sam,New Line,Drama,PG-13,0,"$22,000,000","$92,542,418",2001,1,5
2074,Resident Evil,Sony Pictures,Horror,R,0,"$35,000,000","$103,787,401",2002,0,2
2075,Blue Crush,Universal,Drama,PG-13,0,"$30,000,000","$51,618,420",2002,0,5
2076,Collateral Damage,Warner Bros.,Action,R,0,"$85,000,000","$78,353,508",2002,0,1
2077,Enough,Sony Pictures,Thriller/Suspense,PG-13,0,"$38,000,000","$50,970,660",2002,0,6
2078,Gosford Park,USA Films,Comedy,R,0,"$18,000,000","$41,300,105",2001,1,0
2079,Undercover Brother,Universal,Comedy,PG-13,0,"$25,000,000","$40,796,145",2002,0,0
2080,Showtime,Warner Bros.,Comedy,PG-13,0,"$85,000,000","$78,948,765",2002,1,0
2081,40 Days and 40 Nights,Miramax,Romantic Comedy,R,0,"$17,000,000","$95,092,667",2002,0,8
2082,Crossroads,Paramount Pictures,Drama,PG-13,0,"$12,000,000","$57,000,000",2002,0,5
2083,Clockstoppers,Paramount Pictures,Adventure,PG,0,"$26,000,000","$38,788,828",2002,0,4
2084,The Mothman Prophecies,Sony Pictures,Thriller/Suspense,PG-13,0,"$42,000,000","$56,438,555",2002,0,6
2085,K-19: The Widowmaker,Paramount Pictures,Action,PG-13,0,"$90,000,000","$65,716,126",2002,0,1
2086,Murder by Numbers,Warner Bros.,Thriller/Suspense,R,0,"$50,000,000","$56,643,267",2002,0,6
2087,The Royal Tenenbaums,Walt Disney,Black Comedy,R,0,"$28,000,000","$71,430,876",2001,1,9
2088,In the Bedroom,Miramax,Drama,R,0,"$1,700,000","$42,137,871",2001,1,5
2089,One Hour Photo,Fox Searchlight,Drama,R,0,"$12,000,000","$52,223,306",2002,1,5
2090,Ocean's Eleven,Warner Bros.,Thriller/Suspense,PG-13,0,"$85,000,000","$450,728,529",2001,1,6
2091,Monster's Ball,Lionsgate,Drama,R,0,"$4,000,000","$43,766,463",2001,0,5
2092,Queen of the Damned,Warner Bros.,Horror,R,1,"$35,000,000","$30,307,804",2002,0,2
2093,The Banger Sisters,20th Century Fox,Comedy,R,0,"$10,000,000","$38,067,218",2002,1,0
2094,Halloween: Resurrection,Miramax/Dimension,Horror,R,0,"$15,000,000","$37,659,652",2002,0,2
2095,Bad Company,Walt Disney,Action,PG-13,0,"$70,000,000","$69,157,016",2002,1,1
2096,Dragonfly,Universal,Drama,PG-13,0,"$60,000,000","$30,063,805",2002,1,5
2097,The New Guy,Sony Pictures,Comedy,PG-13,0,"$13,000,000","$28,972,187",2002,0,0
2098,Swimfan,20th Century Fox,Drama,PG-13,0,"$10,000,000","$34,084,228",2002,0,5
2099,The Crocodile Hunter: Collision Course,MGM,Adventure,PG,0,"$12,500,000","$33,436,931",2002,0,4
2100,Blood Work,Warner Bros.,Thriller/Suspense,R,1,"$50,000,000","$26,199,517",2002,1,6
2101,All About the Benjamins,New Line,Comedy,R,0,"$14,000,000","$25,873,145",2002,0,0
2102,The Sweetest Thing,Sony Pictures,Romantic Comedy,R,0,"$43,000,000","$63,078,756",2002,0,8
2103,Vanilla Sky,Paramount Pictures,Thriller/Suspense,R,0,"$70,000,000","$202,726,605",2001,0,6
2104,Hart's War,MGM,Drama,R,1,"$70,000,000","$33,076,815",2002,0,5
2105,Rollerball,MGM,Action,PG-13,0,"$70,000,000","$25,852,508",2002,0,1
2106,Jimmy Neutron: Boy Genius,Paramount Pictures,Adventure,G,0,"$25,000,000","$102,992,536",2001,1,4
2107,The Four Feathers,Paramount Pictures,Drama,PG-13,1,"$35,000,000","$29,882,645",2002,0,5
2108,Punch-Drunk Love,Sony Pictures,Comedy,R,0,"$25,000,000","$24,591,031",2002,0,0
2109,Eight Legged Freaks,Warner Bros.,Comedy,PG-13,0,"$30,000,000","$36,722,311",2002,0,0
2110,The Country Bears,Walt Disney,Adventure,G,0,"$20,000,000","$16,988,996",2002,1,4
2111,Serving Sara,Paramount Pictures,Romantic Comedy,PG-13,0,"$29,000,000","$20,146,150",2002,1,8
2112,White Oleander,Warner Bros.,Drama,PG-13,0,"$16,000,000","$21,657,770",2002,0,5
2113,Kung Pow: Enter the Fist,20th Century Fox,Comedy,PG-13,0,"$10,000,000","$17,033,556",2002,0,0
2114,Ballistic: Ecks vs. Sever,Warner Bros.,Action,R,0,"$70,000,000","$14,294,842",2002,0,1
2115,The Good Girl,Fox Searchlight,Drama,R,0,"$8,000,000","$16,585,503",2002,0,5
2116,Stealing Harvard,Sony Pictures,Comedy,PG-13,0,"$25,000,000","$13,973,532",2002,0,0
2117,Hey Arnold! The Movie,Paramount Pictures,Adventure,PG,0,"$10,000,000","$13,684,949",2002,0,4
2118,Juwanna Mann,Warner Bros.,Comedy,PG-13,0,"$15,600,000","$13,771,817",2002,0,0
2119,FearDotCom,Warner Bros.,Horror,R,0,"$40,000,000","$13,208,023",2002,0,2
2120,Undisputed,Miramax,Drama,R,0,"$20,000,000","$12,398,628",2002,0,5
2121,Abandon,Paramount Pictures,Thriller/Suspense,PG-13,1,"$25,000,000","$12,219,367",2002,0,6
2122,Sorority Boys,Walt Disney,Comedy,R,0,"$12,000,000","$12,516,222",2002,0,0
2123,Possession,Focus Features,Drama,PG-13,1,"$25,000,000","$14,805,812",2002,1,5
2124,Ali,Sony Pictures,Drama,R,0,"$109,000,000","$87,683,966",2001,1,5
2125,The Importance of Being Earnest,Miramax,Comedy,PG,0,"$15,000,000","$8,378,141",2002,1,0
2126,Death to Smoochy,Warner Bros.,Black Comedy,R,0,"$50,000,000","$8,374,062",2002,1,9
2127,Big Trouble,Walt Disney,Comedy,PG-13,1,"$45,000,000","$8,488,871",2002,0,0
2128,The Shipping News,Miramax,Drama,R,1,"$35,000,000","$24,405,825",2001,1,5
2129,How High,Universal,Comedy,R,0,"$12,000,000","$31,222,395",2001,0,0
2130,Trapped,Sony Pictures,Thriller/Suspense,R,0,"$30,000,000","$6,916,869",2002,0,6
2131,Femme Fatale,Warner Bros.,Thriller/Suspense,R,0,"$35,000,000","$16,830,252",2002,0,6
2132,The Rules of Attraction,Lionsgate,Black Comedy,R,1,"$4,000,000","$11,799,060",2002,1,9
2133,Deuces Wild,MGM,Drama,R,0,"$10,000,000","$6,244,618",2002,0,5
2134,Iris,Miramax,Drama,R,0,"$5,500,000","$15,155,021",2001,1,5
2135,Behind Enemy Lines,20th Century Fox,Action,PG-13,0,"$40,000,000","$58,855,732",2001,1,1
2136,Hollywood Ending,Dreamworks SKG,Romantic Comedy,PG-13,0,"$16,000,000","$14,839,383",2002,0,8
2137,Slackers,Sony Pictures,Comedy,R,0,"$11,000,000","$5,942,218",2002,0,0
2138,The Adventures of Pluto Nash,Warner Bros.,Comedy,PG-13,0,"$100,000,000","$7,094,995",2002,0,0
2139,The Majestic,Warner Bros.,Drama,PG,0,"$72,000,000","$37,306,334",2001,1,5
2140,Men with Brooms,Artisan,Comedy,R,0,"$7,500,000","$4,239,767",2002,0,0
2141,The Other Side of Heaven,Excel Entertainment,Drama,PG,0,"$7,000,000","$4,720,371",2001,1,5
2142,Sunshine State,Sony Pictures Classics,Drama,PG-13,0,"$5,600,000","$3,281,898",2002,1,5
2143,Joe Somebody,20th Century Fox,Comedy,PG,0,"$38,000,000","$24,515,990",2001,0,0
2144,Not Another Teen Movie,Sony Pictures,Comedy,R,0,"$15,000,000","$62,401,343",2001,0,0
2145,Full Frontal,Miramax,Comedy,R,0,"$2,000,000","$3,438,804",2002,1,0
2146,Shallow Hal,20th Century Fox,Romantic Comedy,PG-13,0,"$40,000,000","$70,836,296",2001,1,8
2147,The Dangerous Lives of Altar Boys,ThinkFilm,Drama,R,1,"$12,000,000","$1,779,284",2002,1,5
2148,Black Knight,20th Century Fox,Adventure,PG-13,1,"$35,000,000","$33,422,806",2001,0,4
2149,Mulholland Drive,Universal,Drama,R,0,"$15,000,000","$20,785,973",2001,1,5
2150,Equilibrium,Miramax/Dimension,Action,R,0,"$20,000,000","$5,345,869",2002,0,1
2151,Spy Game,Universal,Action,R,0,"$90,000,000","$143,049,560",2001,0,1
2152,Swept Away,Sony Pictures,Romantic Comedy,R,0,"$10,000,000","$598,645",2002,0,8
2153,Domestic Disturbance,Paramount Pictures,Thriller/Suspense,PG-13,0,"$53,000,000","$54,207,112",2001,0,6
2154,Out Cold,Walt Disney,Comedy,PG-13,0,"$11,000,000","$14,786,394",2001,0,0
2155,The Business of Strangers,IFC Films,Drama,R,0,"$6,000,000","$1,290,920",2001,0,5
2156,Corky Romano,Walt Disney,Comedy,PG-13,0,"$11,000,000","$25,116,103",2001,0,0
2157,Planet of the Apes,20th Century Fox,Adventure,PG-13,1,"$100,000,000","$362,211,740",2001,1,4
2158,Max Keeble's Big Move,Walt Disney,Adventure,PG,0,"$12,000,000","$17,292,381",2001,0,4
2159,Stolen Summer,Miramax,Drama,PG,0,"$1,500,000","$119,841",2002,0,5
2160,Bandits,MGM,Comedy,PG-13,0,"$75,000,000","$71,523,271",2001,0,0
2161,From Hell,20th Century Fox,Thriller/Suspense,R,0,"$35,000,000","$68,712,365",2001,0,6
2162,Ghost World,MGM,Comedy,R,0,"$5,500,000","$8,761,608",2001,0,0
2163,Hardball,Paramount Pictures,Drama,PG-13,0,"$21,000,000","$43,728,560",2001,0,5
2164,The Wash,Lionsgate,Comedy,R,0,"$4,000,000","$10,097,096",2001,0,0
2165,The Princess Diaries,Walt Disney,Comedy,G,1,"$30,000,000","$165,334,774",2001,1,0
2166,Sonny,,Drama,R,0,"$4,000,000","$17,639",2002,1,5
2167,Shrek,Dreamworks SKG,Adventure,PG,0,"$50,000,000","$491,812,794",2001,0,4
2168,Rush Hour 2,New Line,Action,PG-13,0,"$90,000,000","$347,425,832",2001,0,1
2169,The Mummy Returns,Universal,Adventure,PG-13,0,"$98,000,000","$435,040,395",2001,0,4
2170,Pearl Harbor,Walt Disney,Action,PG-13,0,"$151,500,000","$449,239,855",2001,1,1
2171,Hannibal,MGM,Horror,R,1,"$87,000,000","$350,100,280",2001,1,2
2172,American Pie 2,Universal,Comedy,R,0,"$30,000,000","$286,500,000",2001,0,0
2173,The Fast and the Furious,Universal,Action,PG-13,0,"$38,000,000","$206,512,310",2001,0,1
2174,Lara Croft: Tomb Raider,Paramount Pictures,Adventure,PG-13,0,"$94,000,000","$273,330,185",2001,1,4
2175,Cast Away,20th Century Fox,Drama,PG-13,0,"$85,000,000","$427,230,516",2000,1,5
2176,Traffic,USA Films,Drama,R,0,"$48,000,000","$208,300,000",2000,1,5
2177,"Crouching Tiger, Hidden Dragon",Sony Pictures Classics,Action,PG-13,1,"$15,000,000","$213,514,672",2000,0,1
2178,Spy Kids,Miramax/Dimension,Adventure,PG,0,"$35,000,000","$197,692,062",2001,0,4
2179,The Others,Miramax,Horror,PG-13,0,"$17,000,000","$207,765,056",2001,0,2
2180,Legally Blonde,MGM,Comedy,PG-13,0,"$18,000,000","$141,809,235",2001,0,0
2181,America's Sweethearts,Sony Pictures,Romantic Comedy,PG-13,0,"$46,000,000","$160,648,493",2001,1,8
2182,Cats & Dogs,Warner Bros.,Comedy,PG,0,"$60,000,000","$200,700,000",2001,1,0
2183,Save the Last Dance,Paramount Pictures,Drama,PG-13,0,"$13,000,000","$122,244,329",2001,0,5
2184,Atlantis: The Lost Empire,Walt Disney,Adventure,PG,0,"$90,000,000","$186,049,020",2001,0,4
2185,Training Day,Warner Bros.,Drama,R,0,"$45,000,000","$104,505,362",2001,1,5
2186,Along Came a Spider,Paramount Pictures,Thriller/Suspense,R,1,"$28,000,000","$105,159,085",2001,0,6
2187,Bridget Jones's Diary,Miramax,Romantic Comedy,R,1,"$25,000,000","$281,527,158",2001,0,8
2188,Scary Movie 2,Miramax/Dimension,Comedy,R,0,"$45,000,000","$141,189,101",2001,0,0
2189,The Score,Paramount Pictures,Thriller/Suspense,R,1,"$68,000,000","$113,542,091",2001,1,6
2190,Swordfish,Warner Bros.,Action,R,0,"$80,000,000","$147,080,413",2001,0,1
2191,Chocolat,Miramax,Drama,PG-13,1,"$25,000,000","$152,500,343",2000,1,5
2192,What Women Want,Paramount Pictures,Romantic Comedy,PG-13,0,"$65,000,000","$374,105,123",2000,1,8
2193,The Mexican,Dreamworks SKG,Action,R,0,"$40,000,000","$145,238,250",2001,1,1
2194,Down to Earth,Paramount Pictures,Comedy,PG-13,0,"$30,000,000","$71,172,251",2001,0,0
2195,Miss Congeniality,Warner Bros.,Comedy,PG-13,0,"$45,000,000","$213,420,951",2000,1,0
2196,The Wedding Planner,Sony Pictures,Romantic Comedy,PG-13,0,"$28,000,000","$94,728,529",2001,0,8
2197,Rat Race,Paramount Pictures,Comedy,PG-13,0,"$48,000,000","$86,607,223",2001,1,0
2198,The Animal,Sony Pictures,Comedy,PG-13,0,"$22,000,000","$55,762,229",2001,0,0
2199,Blow,New Line,Drama,R,0,"$30,000,000","$83,282,296",2001,0,5
2200,Exit Wounds,Warner Bros.,Action,R,1,"$33,000,000","$79,958,599",2001,0,1
2201,Enemy at the Gates,Paramount Pictures,Drama,R,0,"$85,000,000","$96,971,293",2001,0,5
2202,Serendipity,Miramax,Romantic Comedy,PG-13,0,"$28,000,000","$77,477,297",2001,0,8
2203,Finding Forrester,Sony Pictures,Drama,PG-13,0,"$43,000,000","$80,013,623",2000,1,5
2204,The One,Sony Pictures,Action,PG-13,0,"$49,000,000","$72,689,126",2001,0,1
2205,"O Brother, Where Art Thou?",Walt Disney,Comedy,PG-13,1,"$26,000,000","$75,763,814",2000,1,0
2206,Heartbreakers,MGM,Comedy,PG-13,0,"$38,000,000","$57,753,825",2001,1,0
2207,The Emperor's New Groove,Walt Disney,Adventure,G,0,"$100,000,000","$169,296,573",2000,0,4
2208,Evolution,Dreamworks SKG,Comedy,PG-13,0,"$80,000,000","$98,341,932",2001,0,0
2209,Jeepers Creepers,MGM,Horror,R,0,"$10,000,000","$58,939,035",2001,1,2
2210,Kiss of the Dragon,20th Century Fox,Action,R,0,"$25,000,000","$36,833,473",2001,0,1
2211,Recess: School's Out,Walt Disney,Adventure,G,0,"$10,000,000","$44,451,470",2001,0,4
2212,Thirteen Days,New Line,Drama,PG-13,0,"$80,000,000","$66,554,547",2000,0,5
2213,See Spot Run,Warner Bros.,Adventure,PG,0,"$16,000,000","$43,057,552",2001,0,4
2214,The Family Man,Universal,Comedy,PG-13,0,"$60,000,000","$124,715,863",2000,1,0
2215,Driven,Warner Bros.,Action,PG-13,0,"$72,000,000","$54,616,869",2001,0,1
2216,What's the Worst That Could Happen?,MGM,Comedy,PG-13,0,"$30,000,000","$38,462,071",2001,0,0
2217,Final Fantasy: The Spirits Within,Sony Pictures,Adventure,PG-13,0,"$137,000,000","$85,131,830",2001,0,4
2218,Jay and Silent Bob Strike Back,Miramax/Dimension,Comedy,R,0,"$22,000,000","$33,762,400",2001,0,0
2219,Snatch,Sony Pictures,Black Comedy,R,0,"$10,000,000","$83,593,107",2000,0,9
2220,Double Take,Walt Disney,Action,PG-13,0,"$24,000,000","$29,823,162",2001,0,1
2221,Riding in Cars with Boys,Sony Pictures,Drama,PG-13,0,"$47,000,000","$29,781,453",2001,0,5
2222,Baby Boy,Sony Pictures,Drama,R,0,"$16,000,000","$28,734,552",2001,1,5
2223,The Brothers,Sony Pictures,Comedy,R,0,"$6,000,000","$27,958,191",2001,0,0
2224,Joe Dirt,Sony Pictures,Comedy,PG-13,0,"$16,000,000","$30,987,695",2001,1,0
2225,The Musketeer,Universal,Adventure,PG-13,1,"$40,000,000","$27,053,815",2001,0,4
2226,Crocodile Dundee in Los Angeles,Paramount Pictures,Adventure,PG,0,"$25,000,000","$39,393,111",2001,0,4
2227,Captain Corelli's Mandolin,Miramax,Drama,R,0,"$57,000,000","$62,097,495",2001,1,5
2228,Sweet November,Warner Bros.,Drama,PG-13,0,"$40,000,000","$65,754,228",2001,0,5
2229,15 Minutes,New Line,Thriller/Suspense,R,0,"$42,000,000","$56,331,864",2001,1,6
2230,Hearts in Atlantis,Warner Bros.,Drama,PG-13,0,"$31,000,000","$30,885,781",2001,1,5
2231,Angel Eyes,Warner Bros.,Drama,R,0,"$38,000,000","$29,544,532",2001,0,5
2232,Heist,New Line,Action,R,0,"$35,000,000","$28,906,817",2001,1,1
2233,Two Can Play That Game,Sony Pictures,Romantic Comedy,R,0,"$13,000,000","$22,391,450",2001,1,8
2234,Joy Ride,20th Century Fox,Thriller/Suspense,R,0,"$23,000,000","$21,973,182",2001,0,6
2235,Valentine,Warner Bros.,Horror,R,0,"$10,000,000","$20,384,136",2001,0,2
2236,The Pledge,Warner Bros.,Drama,R,0,"$45,000,000","$29,406,132",2001,1,5
2237,Summer Catch,Warner Bros.,Comedy,PG-13,0,"$17,000,000","$19,693,891",2001,0,0
2238,Saving Silverman,Sony Pictures,Comedy,R,0,"$22,000,000","$25,873,142",2001,0,0
2239,The Last Castle,Dreamworks SKG,Drama,R,0,"$60,000,000","$20,541,668",2001,0,5
2240,The Glass House,Sony Pictures,Thriller/Suspense,PG-13,0,"$22,000,000","$22,861,785",2001,0,6
2241,Rock Star,Warner Bros.,Drama,R,0,"$38,000,000","$19,317,765",2001,0,5
2242,Vertical Limit,Sony Pictures,Action,PG-13,0,"$75,000,000","$213,500,000",2000,0,1
2243,Original Sin,MGM,Thriller/Suspense,R,1,"$26,000,000","$16,521,410",2001,1,6
2244,3000 Miles to Graceland,Warner Bros.,Drama,R,0,"$62,000,000","$18,708,848",2001,1,5
2245,Life as a House,New Line,Drama,R,0,"$18,000,000","$23,889,158",2001,1,5
2246,Josie and the Pussycats,Universal,Comedy,PG-13,0,"$22,000,000","$14,252,830",2001,0,0
2247,Freddy Got Fingered,20th Century Fox,Comedy,R,0,"$15,000,000","$14,249,005",2001,0,0
2248,Osmosis Jones,Warner Bros.,Adventure,PG,0,"$70,000,000","$13,596,911",2001,0,4
2249,Tomcats,Sony Pictures,Comedy,R,0,"$11,000,000","$13,558,739",2001,0,0
2250,American Outlaws,Warner Bros.,Western,PG-13,0,"$35,000,000","$13,601,109",2001,1,7
2251,The Gift,Paramount Vantage,Thriller/Suspense,R,0,"$10,000,000","$44,567,606",2000,1,6
2252,Get Over It,Miramax,Romantic Comedy,PG-13,0,"$10,000,000","$19,860,259",2001,1,8
2253,Dracula 2000,Miramax,Horror,R,0,"$28,000,000","$33,000,377",2000,0,2
2254,Antitrust,MGM,Thriller/Suspense,PG-13,0,"$30,000,000","$17,865,209",2001,0,6
2255,Head Over Heels,Universal,Romantic Comedy,PG-13,0,"$14,000,000","$10,397,365",2001,0,8
2256,The Deep End,Fox Searchlight,Thriller/Suspense,R,1,"$3,000,000","$9,981,635",2001,0,6
2257,102 Dalmatians,Walt Disney,Adventure,G,1,"$85,000,000","$66,941,559",2000,0,4
2258,Pollock,Sony Pictures Classics,Drama,R,0,"$6,000,000","$10,557,291",2000,0,5
2259,Shadow of the Vampire,Lionsgate,Drama,R,0,"$8,000,000","$8,279,017",2000,0,5
2260,All the Pretty Horses,Miramax,Western,PG-13,1,"$45,000,000","$18,120,267",2000,0,7
2261,The Curse of the Jade Scorpion,Dreamworks SKG,Comedy,PG-13,0,"$26,000,000","$18,496,522",2001,1,0
2262,Bones,New Line,Horror,R,0,"$10,000,000","$8,378,853",2001,0,2
2263,The Forsaken,Sony Pictures,Horror,R,0,"$5,000,000","$6,755,271",2001,0,2
2264,Town & Country,New Line,Romantic Comedy,R,0,"$105,000,000","$10,364,769",2001,1,8
2265,How the Grinch Stole Christmas,Universal,Adventure,PG,0,"$123,000,000","$345,141,403",2000,1,4
2266,Say It Isn't So,20th Century Fox,Comedy,R,0,"$25,000,000","$5,516,708",2001,1,0
2267,Monkeybone,20th Century Fox,Comedy,PG-13,0,"$75,000,000","$5,409,517",2001,1,0
2268,Made,Artisan,Comedy,R,0,"$5,000,000","$5,476,060",2001,0,0
2269,Bubble Boy,Walt Disney,Comedy,PG-13,0,"$13,000,000","$5,002,310",2001,0,0
2270,Unbreakable,Walt Disney,Thriller/Suspense,PG-13,0,"$73,243,106","$248,099,143",2000,0,6
2271,Billy Elliot,Focus Features,Drama,PG-13,0,"$5,000,000","$109,255,992",2000,0,5
2272,Meet the Parents,Universal,Comedy,PG-13,0,"$55,000,000","$330,425,040",2000,1,0
2273,Just Visiting,Walt Disney,Comedy,PG-13,0,"$40,000,000","$16,172,200",2001,0,0
2274,On the Line,Miramax,Romantic Comedy,PG,0,"$10,000,000","$4,690,802",2001,0,8
2275,Glitter,20th Century Fox,Musical,PG-13,0,"$8,500,000","$4,273,372",2001,0,3
2276,Quills,Fox Searchlight,Drama,R,0,"$13,500,000","$11,732,088",2000,1,5
2277,Proof of Life,Warner Bros.,Action,R,0,"$65,000,000","$62,761,005",2000,0,1
2278,Pootie Tang,Paramount Pictures,Comedy,PG-13,0,"$3,500,000","$3,293,258",2001,1,0
2279,Soul Survivors,Artisan,Horror,PG-13,0,"$14,000,000","$4,288,246",2001,0,2
2280,Hedwig and the Angry Inch,Fine Line,Musical,R,0,"$6,000,000","$3,740,030",2001,0,3
2281,Songcatcher,Lionsgate,Drama,PG-13,0,"$1,800,000","$3,050,934",2001,0,5
2282,The House of Mirth,Sony Pictures Classics,Drama,PG,0,"$10,000,000","$5,149,131",2000,0,5
2283,Charlie's Angels,Sony Pictures,Action,PG-13,0,"$90,000,000","$259,736,090",2000,0,1
2284,Novocaine,Artisan,Comedy,R,0,"$6,000,000","$2,522,928",2001,0,0
2285,Remember the Titans,Walt Disney,Drama,PG,0,"$30,000,000","$136,706,683",2000,1,5
2286,Best in Show,Warner Bros.,Comedy,PG-13,0,"$6,000,000","$20,695,413",2000,1,0
2287,Men of Honor,20th Century Fox,Drama,R,0,"$32,000,000","$82,339,483",2000,1,5
2288,Gladiator,Dreamworks SKG,Action,R,0,"$103,000,000","$457,683,805",2000,0,1
2289,Requiem for a Dream,Artisan,Drama,Open,0,"$4,500,000","$7,389,233",2000,1,5
2290,The Caveman's Valentine,Focus Features,Drama,R,1,"$13,500,000","$892,506",2001,0,5
2291,Texas Rangers,Miramax,Western,PG-13,0,"$38,000,000","$623,374",2001,1,7
2292,The Claim,MGM,Western,R,1,"$13,000,000","$1,375,635",2000,0,7
2293,Little Nicky,New Line,Comedy,PG-13,0,"$80,000,000","$58,270,391",2000,0,0
2294,Almost Famous,Dreamworks SKG,Comedy,R,0,"$60,000,000","$47,371,191",2000,1,0
2295,Bedazzled,20th Century Fox,Comedy,PG-13,0,"$48,000,000","$90,376,224",2000,0,0
2296,Space Cowboys,Warner Bros.,Adventure,PG-13,0,"$65,000,000","$128,874,043",2000,1,4
2297,The 6th Day,Sony Pictures,Action,PG-13,0,"$82,000,000","$96,024,898",2000,1,1
2298,Red Planet,Warner Bros.,Action,PG-13,0,"$80,000,000","$33,463,969",2000,0,1
2299,Bounce,Miramax,Drama,PG-13,0,"$35,000,000","$53,425,292",2000,1,5
2300,An Everlasting Piece,Dreamworks SKG,Comedy,R,0,"$4,000,000","$75,078",2000,0,0
2301,Psycho Beach Party,,Comedy,Not Rated,0,"$4,000,000","$267,972",2000,0,0
2302,The Perfect Storm,Warner Bros.,Drama,PG-13,0,"$120,000,000","$328,711,434",2000,1,5
2303,Scary Movie,Miramax/Dimension,Comedy,R,0,"$19,000,000","$277,200,000",2000,1,0
2304,What Lies Beneath,Dreamworks SKG,Thriller/Suspense,PG-13,0,"$90,000,000","$288,693,989",2000,0,6
2305,Dinosaur,Walt Disney,Adventure,PG,0,"$127,500,000","$356,148,063",2000,0,4
2306,Erin Brockovich,Universal,Drama,R,0,"$50,000,000","$257,805,243",2000,1,5
2307,Nutty Professor II: The Klumps,Universal,Comedy,PG-13,1,"$84,000,000","$166,307,945",2000,0,0
2308,Big Momma's House,20th Century Fox,Comedy,PG-13,0,"$33,000,000","$173,559,438",2000,0,0
2309,The Patriot,Sony Pictures,Drama,R,0,"$110,000,000","$215,300,000",2000,0,5
2310,Chicken Run,Dreamworks SKG,Adventure,G,0,"$42,000,000","$227,793,915",2000,0,4
2311,"Me, Myself & Irene",20th Century Fox,Romantic Comedy,R,0,"$51,000,000","$149,270,999",2000,0,8
2312,Scream 3,Miramax,Horror,R,0,"$40,000,000","$161,838,076",2000,0,2
2313,U-571,Universal,Action,PG-13,0,"$62,000,000","$127,630,030",2000,0,1
2314,Hollow Man,Sony Pictures,Horror,R,0,"$90,000,000","$191,200,000",2000,0,2
2315,Shaft,Paramount Pictures,Action,R,1,"$53,012,938","$107,190,108",2000,0,1
2316,The Kid,Walt Disney,Comedy,PG,0,"$65,000,000","$69,688,384",2000,0,0
2317,Road Trip,Dreamworks SKG,Comedy,R,0,"$16,000,000","$119,739,110",2000,0,0
2318,Rules of Engagement,Paramount Pictures,Thriller/Suspense,R,0,"$60,000,000","$71,719,931",2000,1,6
2319,The Cell,New Line,Thriller/Suspense,R,0,"$35,000,000","$85,911,226",2000,0,6
2320,Mission to Mars,Walt Disney,Adventure,PG,0,"$90,000,000","$106,000,000",2000,0,4
2321,Coyote Ugly,Walt Disney,Drama,PG-13,0,"$45,000,000","$113,916,474",2000,0,5
2322,Stuart Little,Sony Pictures,Adventure,PG,1,"$105,000,000","$298,815,224",1999,1,4
2323,The Green Mile,Warner Bros.,Drama,R,1,"$60,000,000","$290,701,374",1999,1,5
2324,Snow Day,Paramount Pictures,Adventure,PG,0,"$13,000,000","$62,452,927",2000,0,4
2325,American Beauty,Dreamworks SKG,Drama,R,0,"$15,000,000","$356,258,047",1999,1,5
2326,The Whole Nine Yards,Warner Bros.,Comedy,R,0,"$24,000,000","$85,527,867",2000,0,0
2327,Next Friday,New Line,Comedy,R,0,"$9,500,000","$59,675,307",2000,1,0
2328,Shanghai Noon,Walt Disney,Western,PG-13,0,"$55,000,000","$71,189,835",2000,0,7
2329,Romeo Must Die,Warner Bros.,Action,R,0,"$25,000,000","$91,036,760",2000,0,1
2330,Final Destination,New Line,Horror,R,0,"$23,000,000","$112,036,870",2000,0,2
2331,The Road to El Dorado,Dreamworks SKG,Adventure,PG,0,"$95,000,000","$65,700,000",2000,1,4
2332,The Hurricane,Universal,Drama,R,0,"$38,000,000","$73,956,241",1999,1,5
2333,The Tigger Movie,Walt Disney,Adventure,G,1,"$20,000,000","$96,147,688",2000,0,4
2334,Frequency,New Line,Drama,PG-13,0,"$31,000,000","$68,079,671",2000,0,5
2335,The Replacements,Warner Bros.,Comedy,PG-13,0,"$50,000,000","$50,054,511",2000,1,0
2336,Galaxy Quest,Dreamworks SKG,Adventure,PG,0,"$45,000,000","$90,523,726",1999,0,4
2337,The Talented Mr. Ripley,Paramount Pictures,Drama,R,1,"$40,000,000","$128,792,135",1999,1,5
2338,The Beach,20th Century Fox,Drama,R,1,"$50,000,000","$39,778,599",2000,0,5
2339,Pitch Black,USA Films,Horror,R,0,"$23,000,000","$53,182,088",2000,0,2
2340,The Original Kings of Comedy,Paramount Pictures,Concert/Performance,R,0,"$3,000,000","$38,236,338",2000,0,11
2341,Autumn in New York,MGM,Drama,PG-13,0,"$40,000,000","$90,717,684",2000,0,5
2342,Keeping the Faith,Walt Disney,Romantic Comedy,PG-13,0,"$29,000,000","$45,336,404",2000,1,8
2343,28 Days,Sony Pictures,Comedy,PG-13,0,"$43,000,000","$62,063,972",2000,0,0
2344,Toy Story 2,Walt Disney,Adventure,G,0,"$90,000,000","$511,358,276",1999,1,4
2345,Hanging Up,Sony Pictures,Comedy,PG-13,0,"$40,000,000","$51,867,723",2000,1,0
2346,The Flintstones in Viva Rock Vegas,Universal,Adventure,PG,0,"$58,000,000","$59,431,365",2000,1,4
2347,The Skulls,Universal,Thriller/Suspense,PG-13,0,"$15,000,000","$35,007,180",2000,0,6
